名稱,緯度,經度,類別,城市,區域,說明,座標精度,Google Maps
福岡マスジド（福岡清真寺）,33.619986,130.4271,景點,福岡,東區・箱崎,"福岡マスジド
福岡的清真寺，九州最主要的禮拜設施之一，附近有清真食材店。
⚠️ 參觀請遵守服裝規定與禮拜時間；非穆斯林入內前先詢問。
清真：礼拝所",google,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B2%A1%E3%83%9E%E3%82%B9%E3%82%B8%E3%83%89%20%E6%9D%B1%E5%8D%80%E3%83%BB%E7%AE%B1%E5%B4%8E
福岡城跡・舞鶴公園,33.584599,130.382678,景點,福岡,中央區,"福岡城跡
天守台展望／多聞櫓／2 月梅園
黑田長政的城跡，走平緩步道上天守台即可俯瞰福岡市區，2 月梅園開花。
全區平地與緩坡，無登山；免費開放。
價位：免費
建議停留：1–1.5 小時",manual,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B2%A1%E5%9F%8E%E8%B7%A1%20%E4%B8%AD%E5%A4%AE%E5%8D%80
福岡塔,33.593274,130.351486,景點,福岡,中央區・百道濱,"福岡タワー
234m 海濱塔（日本最高）／123m 展望室／冬季燈飾
日本最高的海濱塔，展望室看博多灣與福岡市區夜景；冬季外牆有大型燈飾點燈。
約 ¥800；地鐵西新站步行約 20 分或搭巴士。與 MARK IS ももち、福岡市博物館同一區可排一個下午。
門票：約 ¥800
營業：09:30–22:00
建議停留：1–1.5 小時",nominatim,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B2%A1%E3%82%BF%E3%83%AF%E3%83%BC%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E7%99%BE%E9%81%93%E6%BF%B1
福岡市博物館,33.589734,130.353073,景點,福岡,中央區・百道濱,"國寶「漢委奴國王」金印／黑田家資料／日本號長槍
館藏國寶金印（漢委奴國王）是日本史課本上的那一顆，就展示在這裡。
約 ¥200；週一休。與福岡塔步行約 10 分。
門票：約 ¥200
營業：09:30–17:30（週一休）
建議停留：1–1.5 小時",nominatim,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B2%A1%E5%B8%82%E5%8D%9A%E7%89%A9%E9%A4%A8%20%E4%B8%AD%E5%A4%AE%E5%8D%80%E3%83%BB%E7%99%BE%E9%81%93%E6%BF%B1
糸島のトトロの森（芥屋大門公園）,33.595023,130.10949,景點,福岡,糸島市・志摩芥屋,"糸島のトトロの森
龍貓之森步道／海景展望／芥屋大門
芥屋大門公園內的步道，穿過像龍貓隧道的樹洞後可眺望壯闊玄界灘。
⚠️ 步道是泥土路，雨後濕滑，請穿好走的鞋；冬天日落早，下午 4 點後光線就不夠了。
福岡県糸島市志摩芥屋
營業：週一–週日 24 小時
建議停留：40–60 分",google,https://www.google.com/maps/search/?api=1&query=%E7%B3%B8%E5%B3%B6%E3%81%AE%E3%83%88%E3%83%88%E3%83%AD%E3%81%AE%E6%A3%AE%20%E7%B3%B8%E5%B3%B6%E5%B8%82%E3%83%BB%E5%BF%97%E6%91%A9%E8%8A%A5%E5%B1%8B
雷山千如寺大悲王院,33.494446,130.228718,景點,福岡,糸島市・雷山,"樹齡 400 年大楓樹／紅葉／雪景名所／十一面千手觀音
紅葉與冬季雪景名所，巨型大楓樹極具意境。
⚠️ 2 月是無葉的枯枝期，看的是雪景與寺體本身，不是紅葉；在雷山山腰，冬天路面可能結冰。
福岡県糸島市雷山626
營業：週一–週日 9:00–16:30
建議停留：40–60 分",google,https://www.google.com/maps/search/?api=1&query=%E9%9B%B7%E5%B1%B1%E5%8D%83%E5%A6%82%E5%AF%BA%E5%A4%A7%E6%82%B2%E7%8E%8B%E9%99%A2%20%E7%B3%B8%E5%B3%B6%E5%B8%82%E3%83%BB%E9%9B%B7%E5%B1%B1
香月バス停,33.560987,130.134536,景點,福岡,糸島市・志摩久家,"電影《線》取景地／孤獨公車站
電影《線：愛在相逢時》的取景公車站牌，畫面很有味道。
就是一個公車站，順路經過再停；Google 上可能找不到精確點位。
福岡県糸島市志摩久家
建議停留：10 分",google,https://www.google.com/maps/search/?api=1&query=%E9%A6%99%E6%9C%88%E3%83%90%E3%82%B9%E5%81%9C%20%E7%B3%B8%E5%B3%B6%E5%B8%82%E3%83%BB%E5%BF%97%E6%91%A9%E4%B9%85%E5%AE%B6
出島,32.743286,129.871412,景點,長崎,長崎市,"復原的荷蘭商館建築群／表門橋／蘭學展示
江戶時代日本唯一對外窗口，近年陸續復原了 16 棟建築，是理解長崎為什麼與眾不同的起點。
門票：約 ¥520
營業：08:00–21:00
建議停留：1–1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E5%87%BA%E5%B3%B6%20%E9%95%B7%E5%B4%8E%E5%B8%82
哥拉巴園,32.734331,129.869189,景點,長崎,長崎市,"グラバー園
舊哥拉巴住宅（世界遺產）／港灣展望／斜行電梯
幕末英商哥拉巴的宅邸群，日本最古的木造西洋建築，可俯瞰長崎港。
園內有斜行電梯與電動步道，不必爬坡；與大浦天主堂相鄰可一起看。
門票：約 ¥620
營業：08:00–18:00
建議停留：1–1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E3%82%B0%E3%83%A9%E3%83%90%E3%83%BC%E5%9C%92%20%E9%95%B7%E5%B4%8E%E5%B8%82
多姆托倫展望塔,33.084672,129.786059,景點,長崎,佐世保市,"ドムトールン
80m 展望室／俯瞰全園燈海
園內 80 公尺高的象徵塔，展望室可以俯瞰整個園區——看燈海全景的最佳位置，天黑後上去。
含在 1DAY 護照內；有電梯不用爬。
建議停留：30 分",google,https://www.google.com/maps/search/?api=1&query=%E3%83%89%E3%83%A0%E3%83%88%E3%83%BC%E3%83%AB%E3%83%B3%20%E4%BD%90%E4%B8%96%E4%BF%9D%E5%B8%82
大浦天主堂,32.7343,129.8703,景點,長崎,長崎市,"日本現存最古教堂（國寶）／世界遺產「長崎與天草的潛伏基督徒相關遺產」
1864 年建成、日本現存最古的教堂，也是「信徒發現」事件的現場，國寶兼世界遺產。
堂內禁止攝影；就在哥拉巴園入口旁。
門票：約 ¥1,000
營業：08:30–18:00
建議停留：40 分",manual,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E6%B5%A6%E5%A4%A9%E4%B8%BB%E5%A0%82%20%E9%95%B7%E5%B4%8E%E5%B8%82
孔子廟・中國歷代博物館,32.735458,129.872615,景點,長崎,長崎市・大浦,"孔子廟 中国歴代博物館
全日本唯一由中國人興建的孔子廟／72 賢人石像／燈會期間點燈
1893 年由清朝政府與華僑共同興建，是全日本唯一由中國人自建的孔子廟；燈會期間也會點燈。
約 ¥660；就在大浦天主堂與哥拉巴園附近，2/7 軍艦島取消時的首選替代。
門票：約 ¥660
營業：09:30–18:00
建議停留：1 小時",nominatim,https://www.google.com/maps/search/?api=1&query=%E5%AD%94%E5%AD%90%E5%BB%9F%20%E4%B8%AD%E5%9B%BD%E6%AD%B4%E4%BB%A3%E5%8D%9A%E7%89%A9%E9%A4%A8%20%E9%95%B7%E5%B4%8E%E5%B8%82%E3%83%BB%E5%A4%A7%E6%B5%A6
崇福寺,32.742447,129.883451,景點,長崎,長崎市,"崇福寺 長崎
國寶第一峰門／國寶大雄寶殿／中國明朝樣式建築
長崎四福寺之一，擁有兩座國寶建築，中國南方樣式保存得最完整。
門票：約 ¥300
營業：08:00–17:00
建議停留：40 分",google,https://www.google.com/maps/search/?api=1&query=%E5%B4%87%E7%A6%8F%E5%AF%BA%20%E9%95%B7%E5%B4%8E%20%E9%95%B7%E5%B4%8E%E5%B8%82
平和公園,32.776397,129.86365,景點,長崎,長崎市,"平和祈念像／和平之泉／原爆落下中心地
原爆落下中心地北側的紀念公園，平和祈念像是長崎的象徵。
與原爆資料館步行約 8 分；全區平地。
價位：免費
建議停留：40 分",google,https://www.google.com/maps/search/?api=1&query=%E5%B9%B3%E5%92%8C%E5%85%AC%E5%9C%92%20%E9%95%B7%E5%B4%8E%E5%B8%82
眼鏡橋,32.747165,129.880102,景點,長崎,長崎市,"日本最古石造拱橋／河岸心形石／燈會會場之一
1634 年架設的日本最古石造拱橋，倒影成眼鏡形；燈會期間河面也布置燈籠。
河岸石階濕滑要小心；找心形石是當地小遊戲。
價位：免費
建議停留：30 分",nominatim,https://www.google.com/maps/search/?api=1&query=%E7%9C%BC%E9%8F%A1%E6%A9%8B%20%E9%95%B7%E5%B4%8E%E5%B8%82
稻佐山展望台,32.752612,129.8495,景點,長崎,長崎市,"稲佐山展望台
世界新三大夜景／360 度展望台／空中纜車
長崎的招牌夜景，被列為世界新三大夜景之一；山頂展望台 360 度全景。
搭纜車（ロープウェイ）或斜行電梯上山，完全不需要爬山。冬天山頂風大、氣溫比市區低 3–5 度。雲霧天視野會全失。
門票：纜車往返約 ¥1,250
營業：纜車約 09:00–22:00
建議停留：1.5 小時",manual,https://www.google.com/maps/search/?api=1&query=%E7%A8%B2%E4%BD%90%E5%B1%B1%E5%B1%95%E6%9C%9B%E5%8F%B0%20%E9%95%B7%E5%B4%8E%E5%B8%82
興福寺,32.747886,129.88384,景點,長崎,長崎市,"興福寺 長崎
日本最古黃檗宗唐寺／朱紅山門／燈會會場之一
1620 年創建的日本最早唐寺，朱紅色山門是長崎唐寺的代表；燈會期間也是會場。
門票：約 ¥300
營業：07:00–17:00
建議停留：40 分",google,https://www.google.com/maps/search/?api=1&query=%E8%88%88%E7%A6%8F%E5%AF%BA%20%E9%95%B7%E5%B4%8E%20%E9%95%B7%E5%B4%8E%E5%B8%82
荷蘭坂,32.737938,129.873209,景點,長崎,長崎市,"オランダ坂
石板坡道／舊居留地洋館群
舊外國人居留地的石板坡道，長崎異國情調的代表風景。
是坡道但很短（約 5–10 分緩坡），不算健行。
價位：免費
建議停留：20–30 分",google,https://www.google.com/maps/search/?api=1&query=%E3%82%AA%E3%83%A9%E3%83%B3%E3%83%80%E5%9D%82%20%E9%95%B7%E5%B4%8E%E5%B8%82
豪斯登堡,33.08972,129.791892,景點,長崎,佐世保市,"ハウステンボス
光之王國（1,300 萬顆 LED 燈海）／荷蘭街景與運河／多姆托倫展望塔／遊園船與運河巡航
⭐ 2/2 的主行程。日本最大的主題樂園（面積是東京迪士尼的約 1.5 倍），整區複製荷蘭街景與運河；冬季的「光之王國」是日本規模最大的燈飾，1,300 萬顆 LED。白天看荷蘭街景、天黑後整個園區變成燈海——這是一個必須待到晚上的地方。
⚠️ 回程是這天唯一的難題：ハウステンボス→博多 的最後一班直達特急是 18:04（2026 時刻表），而 2 月日落約 18:00、燈海才剛亮。要看燈海就必須用下面任一種回程：
① ハウステンボス→早岐（普通車約 5 分）→ 特急みどり → 博多（みどり 從佐世保／早岐發車比直達車晚，是最實際的方案）
② 高速巴士 ハウステンボス→福岡（天神）直達：約 2 小時 3 分、片道 ¥2,600／往復 ¥5,000，免轉車但一天只有 2 往復，要先訂位（西鐵，可線上預約）
③ 放棄燈海，搭 18:04 直達車回博多
⚠️ 2027 年時刻表要到接近日期才出，出發前務必用 Yahoo 乘換案內或 JR 九州官網重查末班車。
門票：1DAY 護照 ¥7,600（2026）／JR 套票見下
營業：09:00–21:00（季節調整）
建議停留：整天（建議 10:30 入園、待到 20:00 以後）",google,https://www.google.com/maps/search/?api=1&query=%E3%83%8F%E3%82%A6%E3%82%B9%E3%83%86%E3%83%B3%E3%83%9C%E3%82%B9%20%E4%BD%90%E4%B8%96%E4%BF%9D%E5%B8%82
軍艦島（端島）,32.627633,129.738526,景點,長崎,長崎市,"軍艦島 端島
世界遺產 明治工業革命遺產／廢墟集合住宅群／登島導覽
廢棄的海底煤礦人工島，日本最早的鋼筋混凝土集合住宅群，世界遺產。
⚠️ 必須參加登島船 tour（約 2.5–3 小時），冬季因海況取消率高，建議提前 1–2 個月預約並安排備案。島上為平地步道約 40 分。
🚢 五家業者、出港碼頭各不相同，訂票前先確認要去哪個碼頭：
・軍艦島コンシェルジュ＝常盤ターミナル，¥5,500 起，約 165 分
・軍艦島クルーズ㈱＝元船棧橋，¥4,000，約 190 分
・やまさ海運＝長崎港ターミナル，¥4,700 起（有早鳥最多 8 折），約 150 分
・シーマン商会＝旭町棧橋／第 7 ゑびす丸＝野母崎港（團體向）
💰 島內設施使用料 ¥650（小學生 ¥320）所有業者都是另收，2026/4 起由 ¥310 調漲。
⚠️ 部分業者冬季會安排船體檢修停航（例：2026/1/5–1/31），2 月訂票前先看該業者公告。
門票：船票 ¥4,000–5,500＋島內設施使用料 ¥650（2026/4 起調漲）
建議停留：約 3 小時（含航程）",google,https://www.google.com/maps/search/?api=1&query=%E8%BB%8D%E8%89%A6%E5%B3%B6%20%E7%AB%AF%E5%B3%B6%20%E9%95%B7%E5%B4%8E%E5%B8%82
長崎企鵝水族館,32.758177,129.946765,景點,長崎,長崎市・宿町,"長崎ペンギン水族館
世界最多種類的企鵝展示（9 種）／企鵝散步／觸摸池
以企鵝種類世界第一著稱，室內為主。2/7 軍艦島因海況取消時的備案首選之一。
約 ¥520；離市中心較遠，長崎站搭巴士約 30 分。
門票：約 ¥520
營業：09:00–17:00
建議停留：1.5–2 小時",nominatim,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E5%B4%8E%E3%83%9A%E3%83%B3%E3%82%AE%E3%83%B3%E6%B0%B4%E6%97%8F%E9%A4%A8%20%E9%95%B7%E5%B4%8E%E5%B8%82%E3%83%BB%E5%AE%BF%E7%94%BA
長崎原爆資料館,32.772796,129.864362,景點,長崎,長崎市,"原爆遺物與證言展示／11:02 停止的時鐘
與平和公園一組，是長崎行程裡份量最重的一站。
約 ¥200；館內氣氛沉重，安排在下午較合適。
門票：約 ¥200
營業：08:30–17:30
建議停留：1–1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E5%B4%8E%E5%8E%9F%E7%88%86%E8%B3%87%E6%96%99%E9%A4%A8%20%E9%95%B7%E5%B4%8E%E5%B8%82
長崎新地中華街,32.741465,129.875285,景點,長崎,長崎市,"燈會主會場之一／強棒麵與皿烏龍麵／角煮饅頭
日本三大中華街之一，也是長崎燈會的發源與核心會場，春節期間整條街掛滿極彩色燈籠。
燈會期間（2027/2/5–2/21）晚上極擠；平日白天較好逛。
價位：免費
建議停留：1–1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E5%B4%8E%E6%96%B0%E5%9C%B0%E4%B8%AD%E8%8F%AF%E8%A1%97%20%E9%95%B7%E5%B4%8E%E5%B8%82
長崎水邊之森公園,32.740795,129.868831,景點,長崎,長崎市,"長崎水辺の森公園
港灣草地與水路／女神大橋展望／夜間照明
長崎港邊的大片草地公園，可以坐下來看港與女神大橋，是市區裡少見的開闊空間。
免費、全天開放；與長崎縣美術館相連。
價位：免費
建議停留：40 分",nominatim,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E5%B4%8E%E6%B0%B4%E8%BE%BA%E3%81%AE%E6%A3%AE%E5%85%AC%E5%9C%92%20%E9%95%B7%E5%B4%8E%E5%B8%82
長崎縣美術館,32.74191,129.870318,景點,長崎,長崎市・出島,"長崎県美術館
隈研吾設計／西班牙美術收藏／屋頂庭園看長崎港
隈研吾設計、跨在運河上的美術館，屋頂庭園免費開放可看長崎港與稻佐山。雨天的好去處。
常設展約 ¥420，週一休；就在出島與水邊之森公園旁。
門票：常設展約 ¥420
營業：10:00–20:00（週一休）
建議停留：1–1.5 小時",google,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E5%B4%8E%E7%9C%8C%E7%BE%8E%E8%A1%93%E9%A4%A8%20%E9%95%B7%E5%B4%8E%E5%B8%82%E3%83%BB%E5%87%BA%E5%B3%B6
龜山社中紀念館,32.748767,129.886782,景點,長崎,長崎市,"亀山社中記念館
坂本龍馬的日本第一家商社遺址／風頭山展望
坂本龍馬在長崎創立海援隊前身「龜山社中」的舊址。
⚠️ 從路面電車站到館前有一段約 15–20 分的上坡石階，怕爬坡可跳過。
門票：約 ¥310
營業：09:00–17:00
建議停留：40 分",google,https://www.google.com/maps/search/?api=1&query=%E4%BA%80%E5%B1%B1%E7%A4%BE%E4%B8%AD%E8%A8%98%E5%BF%B5%E9%A4%A8%20%E9%95%B7%E5%B4%8E%E5%B8%82
櫻島,31.583333,130.65,景點,鹿兒島,鹿兒島市,"桜島
活火山展望／渡輪 15 分／有村溶岩展望所
鹿兒島灣中的活火山，從市區搭渡輪 15 分就到，是南九州最震撼的地景。
不需登山，展望所都有車道與平緩步道；火山灰視當日風向。
價位：渡輪約 ¥250
建議停留：半天",google,https://www.google.com/maps/search/?api=1&query=%E6%A1%9C%E5%B3%B6%20%E9%B9%BF%E5%85%92%E5%B3%B6%E5%B8%82
